target,measurement,variant,metric,value,unit,measured_utc,source,notes
6fnk,calibration_smoke_by_type,explicit:HYD,bits_common,1,bit,2026-09-18,python scripts/calibrate_ifp.py --target 6fnk,
6fnk,calibration_smoke_by_type,explicit:HYD,bits_extra,0,bit,2026-09-18,python scripts/calibrate_ifp.py --target 6fnk,
6fnk,calibration_smoke_by_type,explicit:HYD,bits_missed,10,bit,2026-09-18,python scripts/calibrate_ifp.py --target 6fnk,
6fnk,calibration_smoke_by_type,explicit:HYD,bits_ours,1,bit,2026-09-18,python scripts/calibrate_ifp.py --target 6fnk,
6fnk,calibration_smoke_by_type,explicit:HYD,bits_reference,11,bit,2026-09-18,python scripts/calibrate_ifp.py --target 6fnk,
6fnk,calibration_smoke_by_type,explicit:ION+,bits_common,0,bit,2026-09-18,python scripts/calibrate_ifp.py --target 6fnk,
6fnk,calibration_smoke_by_type,explicit:ION+,bits_extra,0,bit,2026-09-18,python scripts/calibrate_ifp.py --target 6fnk,
6fnk,calibration_smoke_by_type,explicit:ION+,bits_missed,0,bit,2026-09-18,python scripts/calibrate_ifp.py --target 6fnk,
6fnk,calibration_smoke_by_type,explicit:ION+,bits_ours,0,bit,2026-09-18,python scripts/calibrate_ifp.py --target 6fnk,
6fnk,calibration_smoke_by_type,explicit:ION+,bits_reference,0,bit,2026-09-18,python scripts/calibrate_ifp.py --target 6fnk,
6fnk,calibration_smoke_by_type,explicit:ION-,bits_common,0,bit,2026-09-18,python scripts/calibrate_ifp.py --target 6fnk,
6fnk,calibration_smoke_by_type,explicit:ION-,bits_extra,0,bit,2026-09-18,python scripts/calibrate_ifp.py --target 6fnk,
6fnk,calibration_smoke_by_type,explicit:ION-,bits_missed,0,bit,2026-09-18,python scripts/calibrate_ifp.py --target 6fnk,
6fnk,calibration_smoke_by_type,explicit:ION-,bits_ours,0,bit,2026-09-18,python scripts/calibrate_ifp.py --target 6fnk,
6fnk,calibration_smoke_by_type,explicit:ION-,bits_reference,0,bit,2026-09-18,python scripts/calibrate_ifp.py --target 6fnk,
6fnk,docking,2026-09-18-6fnk-s0-n100-refligand:all7,ligand_efficiency_median,0.089,ккал/моль,2026-09-18,python scripts/score_docking.py --run runs/2026-09-18-6fnk-s0-n100-refligand --poses results/pose_optimization-2026-09-18-6fnk-s0-n100-refligand-all7.sdf,
6fnk,docking,2026-09-18-6fnk-s0-n100-refligand:all7,molecules,89,,2026-09-18,python scripts/score_docking.py --run runs/2026-09-18-6fnk-s0-n100-refligand --poses results/pose_optimization-2026-09-18-6fnk-s0-n100-refligand-all7.sdf,
6fnk,docking,2026-09-18-6fnk-s0-n100-refligand:all7,positive_energy,29,поз,2026-09-18,python scripts/score_docking.py --run runs/2026-09-18-6fnk-s0-n100-refligand --poses results/pose_optimization-2026-09-18-6fnk-s0-n100-refligand-all7.sdf,
6fnk,docking,2026-09-18-6fnk-s0-n100-refligand:all7,vina_min_improved,20,молекул,2026-09-18,python scripts/score_docking.py --run runs/2026-09-18-6fnk-s0-n100-refligand,
6fnk,docking,2026-09-18-6fnk-s0-n100-refligand:all7,vina_min_median,-4.641,ккал/моль,2026-09-18,python scripts/score_docking.py --run runs/2026-09-18-6fnk-s0-n100-refligand --poses results/pose_optimization-2026-09-18-6fnk-s0-n100-refligand-all7.sdf,
6fnk,docking,2026-09-18-6fnk-s0-n100-refligand:all7,vina_min_wilcoxon_p,1.998e-08,,2026-09-18,python scripts/score_docking.py --run runs/2026-09-18-6fnk-s0-n100-refligand,парный двусторонний тест против исходных молекул
6fnk,docking,2026-09-18-6fnk-s0-n100-refligand:all7,vina_score_improved,0,молекул,2026-09-18,python scripts/score_docking.py --run runs/2026-09-18-6fnk-s0-n100-refligand,
6fnk,docking,2026-09-18-6fnk-s0-n100-refligand:all7,vina_score_median,-1.726,ккал/моль,2026-09-18,python scripts/score_docking.py --run runs/2026-09-18-6fnk-s0-n100-refligand --poses results/pose_optimization-2026-09-18-6fnk-s0-n100-refligand-all7.sdf,
6fnk,docking,2026-09-18-6fnk-s0-n100-refligand:all7,vina_score_wilcoxon_p,5.460e-16,,2026-09-18,python scripts/score_docking.py --run runs/2026-09-18-6fnk-s0-n100-refligand,парный двусторонний тест против исходных молекул
6fnk,docking,2026-09-18-6fnk-s0-n100-refligand:all7-clash,ligand_efficiency_median,0.168,ккал/моль,2026-09-18,python scripts/score_docking.py --run runs/2026-09-18-6fnk-s0-n100-refligand --poses results/pose_optimization-2026-09-18-6fnk-s0-n100-refligand-all7-clash.sdf,
6fnk,docking,2026-09-18-6fnk-s0-n100-refligand:all7-clash,molecules,89,,2026-09-18,python scripts/score_docking.py --run runs/2026-09-18-6fnk-s0-n100-refligand --poses results/pose_optimization-2026-09-18-6fnk-s0-n100-refligand-all7-clash.sdf,
6fnk,docking,2026-09-18-6fnk-s0-n100-refligand:all7-clash,positive_energy,11,поз,2026-09-18,python scripts/score_docking.py --run runs/2026-09-18-6fnk-s0-n100-refligand --poses results/pose_optimization-2026-09-18-6fnk-s0-n100-refligand-all7-clash.sdf,
6fnk,docking,2026-09-18-6fnk-s0-n100-refligand:all7-clash,vina_min_improved,30,молекул,2026-09-18,python scripts/score_docking.py --run runs/2026-09-18-6fnk-s0-n100-refligand,
6fnk,docking,2026-09-18-6fnk-s0-n100-refligand:all7-clash,vina_min_median,-4.895,ккал/моль,2026-09-18,python scripts/score_docking.py --run runs/2026-09-18-6fnk-s0-n100-refligand --poses results/pose_optimization-2026-09-18-6fnk-s0-n100-refligand-all7-clash.sdf,
6fnk,docking,2026-09-18-6fnk-s0-n100-refligand:all7-clash,vina_min_wilcoxon_p,3.647e-02,,2026-09-18,python scripts/score_docking.py --run runs/2026-09-18-6fnk-s0-n100-refligand,парный двусторонний тест против исходных молекул
6fnk,docking,2026-09-18-6fnk-s0-n100-refligand:all7-clash,vina_score_improved,5,молекул,2026-09-18,python scripts/score_docking.py --run runs/2026-09-18-6fnk-s0-n100-refligand,
6fnk,docking,2026-09-18-6fnk-s0-n100-refligand:all7-clash,vina_score_median,-2.649,ккал/моль,2026-09-18,python scripts/score_docking.py --run runs/2026-09-18-6fnk-s0-n100-refligand --poses results/pose_optimization-2026-09-18-6fnk-s0-n100-refligand-all7-clash.sdf,
6fnk,docking,2026-09-18-6fnk-s0-n100-refligand:all7-clash,vina_score_wilcoxon_p,7.835e-14,,2026-09-18,python scripts/score_docking.py --run runs/2026-09-18-6fnk-s0-n100-refligand,парный двусторонний тест против исходных молекул
6fnk,docking,2026-09-18-6fnk-s0-n100-refligand:source,ligand_efficiency_median,0.319,ккал/моль,2026-09-18,python scripts/score_docking.py --run runs/2026-09-18-6fnk-s0-n100-refligand,
6fnk,docking,2026-09-18-6fnk-s0-n100-refligand:source,molecules,89,,2026-09-18,python scripts/score_docking.py --run runs/2026-09-18-6fnk-s0-n100-refligand,
6fnk,docking,2026-09-18-6fnk-s0-n100-refligand:source,positive_energy,2,поз,2026-09-18,python scripts/score_docking.py --run runs/2026-09-18-6fnk-s0-n100-refligand,
6fnk,docking,2026-09-18-6fnk-s0-n100-refligand:source,vina_min_median,-5.018,ккал/моль,2026-09-18,python scripts/score_docking.py --run runs/2026-09-18-6fnk-s0-n100-refligand,
6fnk,docking,2026-09-18-6fnk-s0-n100-refligand:source,vina_score_median,-4.588,ккал/моль,2026-09-18,python scripts/score_docking.py --run runs/2026-09-18-6fnk-s0-n100-refligand,
6fnk,docking,crystal,vina_score_median,-5.990,ккал/моль,2026-09-18,python scripts/score_docking.py --run runs/2026-09-18-6fnk-s0-n100-refligand,кристаллический лиганд пакета мишени: калибровка шкалы
6fnk,klifs_rules,all,reference_bits,14,бит,2026-09-19,python scripts/klifs_rules.py --best-per-kinase,"правила FingerPrintLib, пороги: кольца 4.0 A и 30.0°, гидрофобный 4.5 A, водородная связь 3.5 A и 45.0°, ионный 4.0 A"
6fnk,klifs_rules,all,shared_bits,14,бит,2026-09-19,python scripts/klifs_rules.py --best-per-kinase,"правила FingerPrintLib, пороги: кольца 4.0 A и 30.0°, гидрофобный 4.5 A, водородная связь 3.5 A и 45.0°, ионный 4.0 A"
6fnk,physics,2026-09-18-6fnk-s0-n100-refligand:all7,all_atoms_connected,0.927,доля,2026-09-18,python scripts/check_physics.py --sdf results/pose_optimization-2026-09-18-6fnk-s0-n100-refligand-all7.sdf --target data/targets/6fnk/target.json,
6fnk,physics,2026-09-18-6fnk-s0-n100-refligand:all7,aromatic_ring_flatness,0.990,доля,2026-09-18,python scripts/check_physics.py --sdf results/pose_optimization-2026-09-18-6fnk-s0-n100-refligand-all7.sdf --target data/targets/6fnk/target.json,
6fnk,physics,2026-09-18-6fnk-s0-n100-refligand:all7,bond_angles,0.875,доля,2026-09-18,python scripts/check_physics.py --sdf results/pose_optimization-2026-09-18-6fnk-s0-n100-refligand-all7.sdf --target data/targets/6fnk/target.json,
6fnk,physics,2026-09-18-6fnk-s0-n100-refligand:all7,bond_lengths,0.812,доля,2026-09-18,python scripts/check_physics.py --sdf results/pose_optimization-2026-09-18-6fnk-s0-n100-refligand-all7.sdf --target data/targets/6fnk/target.json,
6fnk,physics,2026-09-18-6fnk-s0-n100-refligand:all7,double_bond_flatness,0.990,доля,2026-09-18,python scripts/check_physics.py --sdf results/pose_optimization-2026-09-18-6fnk-s0-n100-refligand-all7.sdf --target data/targets/6fnk/target.json,
6fnk,physics,2026-09-18-6fnk-s0-n100-refligand:all7,internal_energy,0.851,доля,2026-09-18,python scripts/check_physics.py --sdf results/pose_optimization-2026-09-18-6fnk-s0-n100-refligand-all7.sdf --target data/targets/6fnk/target.json,
6fnk,physics,2026-09-18-6fnk-s0-n100-refligand:all7,internal_steric_clash,0.927,доля,2026-09-18,python scripts/check_physics.py --sdf results/pose_optimization-2026-09-18-6fnk-s0-n100-refligand-all7.sdf --target data/targets/6fnk/target.json,
6fnk,physics,2026-09-18-6fnk-s0-n100-refligand:all7,minimum_distance_to_protein,0.531,доля,2026-09-18,python scripts/check_physics.py --sdf results/pose_optimization-2026-09-18-6fnk-s0-n100-refligand-all7.sdf --target data/targets/6fnk/target.json,
6fnk,physics,2026-09-18-6fnk-s0-n100-refligand:all7,molecules,96,,2026-09-18,python scripts/check_physics.py --sdf results/pose_optimization-2026-09-18-6fnk-s0-n100-refligand-all7.sdf --target data/targets/6fnk/target.json,
6fnk,physics,2026-09-18-6fnk-s0-n100-refligand:all7,sanitization,1.000,доля,2026-09-18,python scripts/check_physics.py --sdf results/pose_optimization-2026-09-18-6fnk-s0-n100-refligand-all7.sdf --target data/targets/6fnk/target.json,
6fnk,physics,2026-09-18-6fnk-s0-n100-refligand:all7,valid_all,0.333,доля,2026-09-18,python scripts/check_physics.py --sdf results/pose_optimization-2026-09-18-6fnk-s0-n100-refligand-all7.sdf --target data/targets/6fnk/target.json,
6fnk,physics,2026-09-18-6fnk-s0-n100-refligand:all7,volume_overlap_with_protein,0.948,доля,2026-09-18,python scripts/check_physics.py --sdf results/pose_optimization-2026-09-18-6fnk-s0-n100-refligand-all7.sdf --target data/targets/6fnk/target.json,
6fnk,physics,2026-09-18-6fnk-s0-n100-refligand:all7-clash,all_atoms_connected,0.927,доля,2026-09-18,python scripts/check_physics.py --sdf results/pose_optimization-2026-09-18-6fnk-s0-n100-refligand-all7-clash.sdf --target data/targets/6fnk/target.json,
6fnk,physics,2026-09-18-6fnk-s0-n100-refligand:all7-clash,aromatic_ring_flatness,0.990,доля,2026-09-18,python scripts/check_physics.py --sdf results/pose_optimization-2026-09-18-6fnk-s0-n100-refligand-all7-clash.sdf --target data/targets/6fnk/target.json,
